state,parlimen,code_state,code_parlimen,year,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other,age_proportion_0_14,age_proportion_15_64,age_proportion_65_above,age_proportion_18_above,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none
Perlis,P.001 Padang Besar,9,P.001,2020,450,86798,84074,2724,44487,42311,89.80184124,5.640269287,1.648547708,2.90934177,21.7,70,8.3,69.3,23026,23387,3.5,1209,598,611,575,305,270,62.9,4.1,4075,4747,3154,0.31,5.7,8,169,2194,46,34,12,0,0,3,102,269,1957,99.7,0,0.3,100,0
Perlis,P.002 Kangar,9,P.002,2020,141,100755,98479,2276,49875,50880,87.33029377,9.576661014,1.518090151,1.574955067,21.8,70,8.2,70,28611,27996,3.5,1494,773,721,711,394,317,62.8,4,4889,5899,3694,0.35,4.2,31,636,4025,72,32,10,26,4,6,301,682,3674,99.4,0.5,0.1,100,0
Perlis,P.003 Arau,9,P.003,2020,222,97332,95902,1430,47983,49349,89.41732185,6.576505182,2.338845905,1.667327063,17.9,75,7.1,74.8,21467,29467,3.6,1395,733,662,664,374,290,63.3,4.7,4594,5411,3381,0.31,1.4,7,185,2381,51,38,8,4,1,1,138,393,1987,99.8,0.2,0,100,0
Kedah,P.004 Langkawi,2,P.004,2020,469,94138,90015,4123,48694,45444,91.86024551,5.122479587,1.934122091,1.083152808,24.8,69.8,5.4,70.8,33025,25983,3.6,1509,774,735,609,339,270,68.5,6.8,5905,6737,3334,0.28,0.9,56,723,3353,31,14,1,14,2,5,162,290,3712,99.5,0,0.5,100,0
Kedah,P.005 Jerlun,2,P.005,2020,316,66086,65407,679,32777,33309,93.45941566,4.178451848,0.085617747,2.276514746,20.4,65.2,14.4,73.9,20031,16592,4,1064,559,505,431,246,185,61.3,3.6,4106,4919,2768,0.29,6.7,4,113,1133,17,7,3,6,1,0,92,58,1086,99,0,1,100,0
Kedah,P.006 Kubang Pasu,2,P.006,2020,634,171375,165147,6228,84396,86979,88.56110011,7.38735793,2.939805143,1.111736816,22.8,69.4,7.7,72.5,52335,42024,3.9,2892,1550,1342,1174,682,492,61.7,4,5060,6673,4360,0.37,4.3,44,588,3980,71,47,15,4,5,6,331,292,3986,100,0,0,100,0
Kedah,P.007 Padang Terap,2,P.007,2020,1357,65986,62672,3314,34362,31624,91.66453919,0.793017616,0.044677049,7.497766148,24.1,66.1,9.8,70.5,19119,16055,4.1,1059,532,527,429,235,194,65.4,4.2,3722,4781,3419,0.31,9.1,8,92,1023,21,17,3,0,1,1,55,65,992,100,0,0,100,0
Kedah,P.008 Pokok Sena,2,P.008,2020,322,133057,128272,4785,68364,64693,85.15264438,12.1827055,2.150898092,0.513752027,23.5,65.5,11,72,41373,34802,3.7,2104,1066,1038,848,468,380,65.8,4.6,4443,5522,3564,0.33,6.8,67,1040,5932,142,93,25,16,8,9,318,1058,5582,100,0,0,100,0
Kedah,P.009 Alor Setar,2,P.009,2020,111,119010,112474,6536,58863,60147,68.52072479,28.1345022,3.000693494,0.344079521,22.9,66.8,10.2,71.9,35093,30140,3.8,1795,941,854,726,414,312,61.9,5.5,4543,5540,4146,0.32,4.9,90,1786,5621,98,53,13,19,13,38,500,566,6478,100,0,0,100,0
Kedah,P.010 Kuala Kedah,2,P.010,2020,233,172099,167709,4390,86260,85839,75.58628338,22.93257965,1.150206608,0.330930362,26,64.4,9.7,69,48799,43175,3.9,2686,1399,1287,1087,615,472,61.2,5.2,4405,5912,4183,0.38,7.3,50,732,4020,79,30,12,30,7,5,371,300,4083,100,0,0,100,0
Kedah,P.011 Pendang,2,P.011,2020,629,99363,97451,1912,52673,46690,90.80974028,2.906075874,0.423802732,5.860381115,28,62.3,9.6,67.2,29702,24165,4.1,1600,793,807,645,349,296,64.2,4.9,3765,4680,2798,0.31,8.1,10,179,2031,43,32,9,2,0,3,159,89,1946,100,0,0,100,0
Kedah,P.012 Jerai,2,P.012,2020,458,126200,124620,1580,63997,62203,87.48194511,7.473920719,4.795377949,0.248756219,27.3,62.4,10.2,66.9,34551,30131,4.2,1965,1015,950,793,446,347,60.3,2.9,3313,4404,2635,0.38,14.9,26,385,2689,65,38,17,6,4,2,236,176,2642,100,0,0,100,0
Kedah,P.013 Sik,2,P.013,2020,1645,67640,65525,2115,34538,33102,94.07706982,0.782907287,0.086989699,5.053033193,23.2,64.8,11.9,71.4,19044,17335,3.8,1087,563,524,439,248,191,61.1,2.8,4096,4960,2921,0.32,7.6,3,86,860,20,11,5,4,0,1,69,76,793,91.9,0.5,7.6,100,0
Kedah,P.014 Merbok,2,P.014,2020,451,216357,204839,11518,110726,105631,74.0518163,13.49254781,12.09340018,0.362235707,25.7,68.5,5.8,69.7,66891,52104,3.9,3498,1859,1639,1417,817,600,60.5,4.2,4350,5967,3394,0.4,11.1,98,1458,6998,259,171,35,36,17,19,845,818,6765,99.7,0.3,0,100,0
Kedah,P.015 Sungai Petani,2,P.015,2020,261,275439,252746,22693,142830,132609,69.18329073,19.31029571,11.03716775,0.469245804,26.6,68.2,5.1,68.6,83034,66451,4,4277,2243,2034,1733,987,746,60.3,3.6,4373,5745,3255,0.36,9.2,62,1113,4878,94,43,13,21,17,20,495,275,5264,100,0,0,100,0
Kedah,P.016 Baling,2,P.016,2020,1540,142530,139748,2782,72989,69541,92.12868878,3.018290065,3.232246615,1.620774537,24.6,66.4,9,70,41987,37356,3.8,2286,1176,1110,924,517,407,66.6,3.6,3583,4313,2535,0.34,17.9,18,292,2345,48,37,8,0,3,3,140,92,2397,96.9,0,3.1,100,0
Kedah,P.017 Padang Serai,2,P.017,2020,343,261937,245829,16108,134405,127532,70.11459185,14.16065639,15.2044714,0.520280357,27.5,68.3,4.3,67.3,72519,62327,4.1,4082,2058,2024,1647,905,742,64.9,3.9,4419,5293,3038,0.32,9.5,56,724,3379,63,39,17,1,6,10,406,216,3548,99.9,0.1,0,100,0
Kedah,P.018 Kulim-Bandar Baharu,2,P.018,2020,690,120210,115626,4584,61412,58798,73.82509124,14.4396589,11.50606265,0.229187207,24.7,67.5,7.8,69.7,33552,29588,4,1886,967,919,763,426,337,65.7,3.5,4558,5671,3209,0.35,9.8,27,386,2306,49,37,9,1,2,6,165,107,2430,100,0,0,100,0
Kelantan,P.019 Tumpat,3,P.019,2020,180,179944,178503,1441,89193,90751,92.46455242,4.124300432,0.098597783,3.312549369,34,59.5,6.5,59.3,42113,34818,5.2,3627,1878,1749,1091,626,465,54.8,3.3,3500,4838,3377,0.374,12.5,11,308,5174,70,39,14,14,3,9,318,191,4918,66.9,0.2,33,100,0
Kelantan,P.020 Pengkalan Chepa,3,P.020,2020,85,159674,156186,3488,80105,79569,97.28848937,2.10454202,0.32141165,0.285556964,26.5,67.8,5.7,65.4,33732,32187,4.5,3258,1726,1532,985,575,410,60.8,5,4182,5353,3635,0.347,8.6,45,610,5029,78,38,17,6,17,12,561,326,4758,76.6,0,23.4,100,0
Kelantan,P.021 Kota Bharu,3,P.021,2020,33,130801,127817,2984,62970,67831,92.72397255,6.605537605,0.291823466,0.378666375,26.2,65.9,7.9,66.7,34676,28823,4.3,2752,1498,1254,835,499,336,60.3,5.7,4122,5201,3569,0.346,7.4,90,1350,9958,348,121,37,17,173,147,572,737,9742,71.6,0,28.4,100,0
Kelantan,P.022 Pasir Mas,3,P.022,2020,176,113476,112738,738,57377,56099,98.50893221,1.287941954,0.007096099,0.196029733,30,62.1,7.8,63.1,25378,22741,5,2223,1131,1092,670,377,293,53.9,4.6,3951,5617,3612,0.401,10,3,202,3233,33,15,9,2,7,15,198,163,3043,77,0.4,22.6,100,0
Kelantan,P.023 Rantau Panjang,3,P.023,2020,392,116948,115160,1788,59379,57569,97.82389719,1.642063216,0.018235498,0.515804099,32.4,61.5,6.2,60.5,29546,22387,5.2,2336,1181,1155,702,393,309,54.2,5,3001,3864,2715,0.324,16.2,1,148,3247,56,35,7,0,14,10,142,90,3109,66.8,0,33.2,100,0
Kelantan,P.024 Kubang Kerian,3,P.024,2020,141,156627,153437,3190,78050,78577,97.49864765,2.025587049,0.282200512,0.193564786,26.3,67.2,6.4,67.6,37208,32517,4.7,3221,1696,1525,973,565,408,60.9,5.2,4415,6219,4033,0.429,10.1,22,353,4661,76,38,21,2,15,23,291,273,4405,56,0,44,100,0
Kelantan,P.025 Bachok,3,P.025,2020,279,157291,156130,1161,76212,81079,98.78947031,0.86722603,0.071735093,0.271568565,27.4,66.5,6.1,63.5,37058,31358,4.9,3169,1677,1492,958,558,400,54.4,3.6,3621,4728,2742,0.361,13.1,9,150,3696,49,20,19,6,4,11,168,145,3491,42.3,0,57.7,100,0
Kelantan,P.026 Ketereh,3,P.026,2020,141,108448,106888,1560,56587,51861,97.70039668,1.909475339,0.076715815,0.31341217,27.4,66.5,6.1,66.1,27743,21908,4.8,2179,1079,1100,654,359,295,60.9,5.2,4028,5618,3710,0.396,11.2,3,144,2708,41,26,8,2,5,2,150,105,2572,48.6,0,51.4,100,0
Kelantan,P.027 Tanah Merah,3,P.027,2020,687,126470,122862,3608,65128,61342,95.39564715,3.803454282,0.301964806,0.498933763,30.7,63.2,6.1,61.9,29178,25316,5,2521,1262,1259,757,420,337,58.4,2.8,3311,4487,2984,0.339,10.6,25,247,3485,82,42,13,5,22,8,168,134,3398,77.3,2,20.8,100,0
Kelantan,P.028 Pasir Puteh,3,P.028,2020,423,135823,134962,861,67277,68546,98.87597991,0.460129518,0.054830249,0.609060328,32.7,60.1,7.3,59.6,33332,26380,5.1,2757,1441,1316,832,480,352,56.6,3.2,3458,4688,3105,0.386,12.7,11,214,3561,68,42,9,9,8,6,177,115,3430,65.8,0.2,34,100,0
Kelantan,P.029 Machang,3,P.029,2020,528,110545,109509,1036,54942,55603,98.00016437,1.800765234,0.094969363,0.104101033,32.7,60.5,6.8,60.4,26072,22069,4.9,2337,1216,1121,706,405,301,59.4,5.3,3708,4841,3056,0.352,7.1,8,178,3120,56,20,12,12,12,11,162,107,2989,70.1,0,29.9,100,0
Kelantan,P.030 Jeli,3,P.030,2020,1500,78952,76917,2035,39726,39226,99.37335049,0.21581705,0.232718385,0.178114071,28.7,65.8,5.5,62.8,16969,16438,4.7,1518,777,741,457,259,198,57.3,3.1,2786,3750,2307,0.342,18.9,3,98,1947,33,19,4,5,5,3,77,86,1864,72.4,0.5,27.2,100,0
Kelantan,P.031 Kuala Krai,3,P.031,2020,2288,105007,101255,3752,52863,52144,95.43923757,3.494148437,0.835514296,0.231099699,28.9,64.6,6.5,63.7,28982,23862,4.4,2134,1094,1040,643,365,278,61.4,2.8,2896,3979,2505,0.382,22.4,15,224,3111,121,54,5,10,52,9,117,110,3029,83.3,0,16.7,100,0
Kelantan,P.032 Gua Musang,3,P.032,2020,8174,112495,104835,7660,60254,52241,93.75685601,4.548099394,1.358324987,0.336719607,36.3,59.7,4,57.9,28367,22447,5,2188,1055,1133,656,352,304,57,4.2,2946,3918,2900,0.36,18.7,22,240,2624,129,65,6,4,54,15,121,144,2528,86.5,0,13.5,100,0
Terengganu,P.033 Besut,11,P.033,2020,1027,127825,125125,2700,65067,62758,98.60539461,0.991808192,0.073526474,0.329270729,29.8,64.3,5.9,63.6,34750,30205,4.2,3002,1571,1431,745,431,314,60,4.1,4609,6033,3840,0.339,9.5,19,385,4306,40,28,2,7,3,16,369,390,3949,83.7,9.6,6.7,100,0
Terengganu,P.034 Setiu,11,P.034,2020,1672,122390,120149,2241,62184,60206,99.61630975,0.185602876,0.033291996,0.164795379,29.4,64.5,6.1,64.4,32385,28357,4.3,2849,1495,1354,708,411,297,64.6,4.2,4313,5591,3621,0.339,9.3,13,202,2664,70,55,9,5,1,3,221,292,2331,95.6,2.2,2.2,100,0
Terengganu,P.035 Kuala Nerus,11,P.035,2020,331,144220,142242,1978,71829,72391,97.90357278,1.588138524,0.370495353,0.137793338,26.2,68.6,5.2,68.3,38023,35113,4.1,3484,1869,1615,866,513,353,55.2,5,6725,7716,4715,0.298,3.8,26,355,3207,43,20,11,6,6,6,268,388,2955,96.2,3.6,0.2,100,0
Terengganu,P.036 Kuala Terengganu,11,P.036,2020,57,129031,125889,3142,64632,64399,94.6444884,4.789139639,0.395586588,0.170785374,24.2,67.8,8,70.8,37635,36309,3.6,3002,1582,1420,744,434,310,61.1,5,5681,6689,4599,0.283,3.3,107,1420,7739,140,74,18,13,35,95,666,1071,7461,98,2,0,100,0
Terengganu,P.037 Marang,11,P.037,2020,714,162312,160301,2011,82619,79693,98.50406423,1.291944529,0.030567495,0.173423747,28.9,65.1,5.9,64.8,45346,38299,4.2,3866,2009,1857,958,552,406,55.8,3.2,5227,6299,4225,0.318,7.5,17,349,3828,59,32,10,10,7,6,342,469,3340,97,2.4,0.5,100,0
Terengganu,P.038 Hulu Terengganu,11,P.038,2020,3973,91855,87826,4029,48287,43568,99.49331633,0.190148703,0.017079225,0.299455742,26.1,66.1,7.8,68.5,26783,21999,4.1,2260,1152,1108,559,317,242,55.9,4.2,4515,5577,3853,0.337,7.8,9,244,3130,77,50,17,7,3,9,229,345,2756,99.2,0.3,0.5,100,0
Terengganu,P.039 Dungun,11,P.039,2020,2687,156225,153275,2950,80238,75987,97.53775893,2.176480183,0.084814875,0.200946012,29,66.5,4.5,65.5,41794,39159,4.1,3759,1934,1825,930,530,400,55.7,3.9,6037,7553,4688,0.342,5.2,31,503,3710,76,49,20,4,3,18,311,396,3524,98.1,1.4,0.5,100,0
Terengganu,P.040 Kemaman,11,P.040,2020,2540,215582,208231,7351,113009,102573,95.72013773,3.765049392,0.359696683,0.155116193,32.4,64.6,3.1,61.9,57733,52932,4,4932,2496,2436,1218,686,532,65.6,3.7,6592,7854,4652,0.346,4.6,93,1063,5140,101,75,15,5,6,78,428,636,5220,99.8,0.2,0,100,0
Pulau Pinang,P.041 Kepala Batas,7,P.041,2020,138,117043,112491,4552,60357,56686,87.17764088,8.990052538,3.622512023,0.209794561,25.8,69.5,4.7,69.3,33443,29430,3.9,1332,690,642,727,408,319,63.1,3.8,5644,6739,3769,0.34,5,60,882,3678,88,31,50,6,1,2,354,363,3846,99.9,0.1,0,100,0
Pulau Pinang,P.042 Tasek Gelugor,7,P.042,2020,109,106899,103644,3255,54531,52368,78.19072981,16.63193238,4.878237042,0.299100768,24.4,69.1,6.5,70.6,30365,26757,3.8,1234,645,589,672,382,290,63.2,3.7,5566,6429,3557,0.34,4.1,20,423,2328,43,22,18,3,0,4,260,214,2256,99.6,0.4,0,100,0
Pulau Pinang,P.043 Bagan,7,P.043,2020,20,112712,104157,8555,56393,56319,21.6346477,65.47615619,12.40051077,0.48868535,19.5,72.7,7.8,76.1,36266,30175,3.6,1260,658,602,687,390,297,62.9,3.6,5647,7579,4119,0.38,3.4,103,1395,5534,63,39,5,17,2,15,626,527,5857,100,0,0,100,0
Pulau Pinang,P.044 Permatang Pauh,7,P.044,2020,98,159989,150266,9723,82787,77202,78.4329123,15.55707878,5.575446209,0.434562709,21.1,73.6,5.3,73.6,46040,41201,3.9,1798,922,876,979,546,433,63,4.7,5183,6435,3615,0.37,6.1,181,2299,7747,153,94,37,15,7,22,788,986,8439,100,0,0,100,0
Pulau Pinang,P.045 Bukit Mertajam,7,P.045,2020,78,162947,154454,8493,85769,77178,27.8717288,61.29333005,10.44777086,0.38717029,18.9,74,7.1,75.8,53775,41853,3.8,1846,953,893,1006,565,441,69.1,2.4,6171,7901,4522,0.37,1.3,80,1316,6266,93,50,21,16,6,11,775,460,6394,99.8,0.2,0,100,0
Pulau Pinang,P.046 Batu Kawan,7,P.046,2020,129,164468,127545,36923,86222,78246,34.18714963,45.68034811,19.18460151,0.947900741,17.2,78.8,4,78.8,47725,40326,3.8,1756,841,915,952,499,453,75.6,3.7,6069,7644,4680,0.35,0.6,186,1796,5500,136,37,46,47,6,19,1217,443,5905,100,0,0,100,0
Pulau Pinang,P.047 Nibong Tebal,7,P.047,2020,178,122034,120291,1743,63860,58174,50.43353202,33.0116135,16.33206142,0.22279306,21.2,74.1,4.7,73.9,44019,38207,3.2,1403,710,693,762,421,341,76.6,3.3,5526,6591,3808,0.32,2.5,70,976,4136,227,65,59,100,3,8,469,338,4171,100,0,0,100,0
Pulau Pinang,P.048 Bukit Bendera,7,P.048,2020,65,123827,109799,14028,61703,62124,17.88085502,70.00610206,10.4946311,1.618411825,17.8,71.5,10.7,79,56322,43650,2.8,1391,734,657,759,435,324,66,3.7,7322,9862,6129,0.41,0,153,2082,8956,100,79,7,12,2,18,510,656,10117,100,0,0,100,0
Pulau Pinang,P.049 Tanjong,7,P.049,2020,6,34809,25427,9382,20663,14146,16.92688874,70.99539859,11.4051992,0.67251347,11.5,78.4,10.1,86.2,14679,10360,2.8,315,163,152,171,96,75,66.6,4,6135,7807,4648,0.35,1.5,94,1866,8010,120,68,23,18,11,22,516,433,9029,100,0,0,100,0
Pulau Pinang,P.050 Jelutong,7,P.050,2020,10,113725,109271,4454,56549,57176,26.72895828,62.42369888,10.12436969,0.722973158,21.1,69.5,9.5,75.2,39632,34531,3.3,1323,703,620,723,417,306,67.6,4.5,7174,7555,4753,0.28,1.3,53,995,5297,41,21,5,13,2,18,340,486,5501,100,0,0,100,0
Pulau Pinang,P.051 Bukit Gelugor,7,P.051,2020,32,201005,181015,19990,102178,98827,22.4760379,66.78783526,9.891997901,0.84412894,18.8,74.1,7.2,78.3,66466,60025,3.2,2224,1192,1032,1215,705,510,66.4,3.8,6220,8013,4707,0.35,0.2,29,673,4047,32,12,8,11,1,2,232,377,4167,100,0,0,100,0
Pulau Pinang,P.052 Bayan Baru,7,P.052,2020,41,188603,172414,16189,93984,94619,42.35154918,47.51760298,9.235328918,0.895518925,18.2,75.3,6.6,78.5,65086,59285,3.2,2166,1153,1013,1184,683,501,69.6,2.9,6981,9040,5562,0.36,0.8,132,1712,6768,66,33,12,18,3,12,739,616,7511,100,0,0,100,0
Pulau Pinang,P.053 Balik Pulau,7,P.053,2020,147,132344,129100,3244,67558,64786,63.69558482,31.63516654,4.260263362,0.408985283,23.3,71.4,5.3,72.6,53190,39547,3.3,1562,809,753,852,480,372,69.2,2.8,6485,7975,5166,0.33,0.7,36,451,2591,37,11,9,15,2,4,190,250,2644,100,0,0,100,0
Perak,P.054 Gerik,8,P.054,2020,4521,56810,55409,1401,29767,27043,86.76749265,8.173762385,2.414770164,2.643974806,30.1,63.8,6.1,63.8,18089,14490,3.8,734,372,362,415,228,187,62.5,4.2,4110,5138,3072,0.349,8.9,9,138,1267,39,26,2,2,9,4,70,155,1175,98.1,0,1.9,100,0
Perak,P.055 Lenggong,8,P.055,2020,1793,37428,36209,1219,19206,18222,91.88599519,6.683421249,1.107459471,0.323124085,25.1,64.9,10.1,67.6,11976,9974,3.7,483,251,232,274,155,119,61.8,3.8,3004,3885,2177,0.34,17.5,,59,685,22,16,3,1,2,0,44,91,593,94.9,2.2,2.9,100,0
Perak,P.056 Larut,8,P.056,2020,1129,66020,64190,1830,33677,32343,92.7792491,2.511294594,4.475775043,0.233681259,24.3,65.8,9.9,69.9,22324,17806,3.7,872,458,414,495,283,212,66.7,5.8,4115,5173,3605,0.33,7.4,6,119,882,57,35,10,7,5,0,41,87,837,97.8,0,2.2,100,0
Perak,P.057 Parit Buntar,8,P.057,2020,145,73366,70378,2988,37803,35563,71.97419648,22.42462133,4.872261218,0.72892097,21.9,68.4,9.7,72.3,20480,17655,4.1,956,498,458,543,308,235,60.3,5.6,4501,5610,3923,0.308,8,22,336,1742,81,29,13,39,0,0,125,141,1804,100,0,0,100,0
Perak,P.058 Bagan Serai,8,P.058,2020,770,92986,90335,2651,47877,45109,81.70808657,10.56069076,7.546355233,0.184867438,23.6,68,8.4,69.9,29419,22596,4.1,1229,641,588,699,396,303,61.2,4.5,4543,5507,3561,0.305,4.3,12,240,1465,111,41,18,47,5,0,85,132,1411,100,0,0,100,0
Perak,P.059 Bukit Gantang,8,P.059,2020,833,107813,102363,5450,56244,51569,76.13297774,15.29849653,8.360442738,0.208082999,24.2,67.3,8.5,70.6,33062,27989,3.7,1433,731,702,813,452,361,67.7,6,3798,4607,3363,0.31,12.9,32,347,1851,114,42,12,41,19,4,170,173,1800,99.8,0,0.2,99.8,0.2
Perak,P.060 Taiping,8,P.060,2020,118,130712,125815,4897,67547,63165,50.40495966,36.71183881,12.42379684,0.459404681,25,64.3,10.7,70.1,42279,34818,3.6,1716,901,815,978,558,420,66.5,4.7,4751,5916,3914,0.32,4.9,46,844,3828,132,76,29,13,14,14,320,413,3971,100,0,0,100,0
Perak,P.061 Padang Rengas,8,P.061,2020,395,38294,37426,868,19242,19052,82.57628387,11.9408967,5.242344894,0.240474536,27.1,63.3,9.6,67.4,13661,10328,3.7,510,271,239,290,168,122,60.4,5.1,4314,6975,4223,0.46,5.9,9,104,690,30,16,10,1,3,4,61,73,644,100,0,0,100,0
Perak,P.062 Sungai Siput,8,P.062,2020,1850,86815,83900,2915,44691,42124,50.170441,27.18235995,22.45172825,0.195470799,24.7,66.2,9.1,68.8,25049,24682,3.5,953,498,455,541,307,234,60.7,5.5,3376,4399,2650,0.337,16.7,27,250,1647,112,59,29,5,19,5,149,146,1536,100,0,0,100,0
Perak,P.063 Tambun,8,P.063,2020,535,259166,245870,13296,133989,125177,71.17297759,18.14658153,10.31114003,0.36930085,25,68.6,6.5,69,81823,70138,3.6,3085,1638,1447,1756,1012,744,64.7,3.8,4964,6170,3878,0.345,5.6,80,902,5068,108,53,30,8,17,15,510,566,4996,100,0,0,100,0
Perak,P.064 Ipoh Timor,8,P.064,2020,43,134700,126126,8574,69880,64820,37.38959453,54.20928278,7.925407925,0.475714761,22.8,64,13.3,72.7,46436,39263,3.3,1665,883,782,948,546,402,66.1,4.8,4418,6177,3993,0.415,1.9,122,1964,8025,262,178,12,17,55,91,701,786,8479,100,0,0,100,0
Perak,P.065 Ipoh Barat,8,P.065,2020,37,134978,127100,7878,69809,65169,25.78442172,47.77261998,25.95751377,0.485444532,20.2,68.7,11.1,74.7,43354,37192,3.5,1685,899,786,961,556,405,64.5,4.3,4597,7860,5013,0.539,5.6,158,1904,8065,293,174,42,14,63,77,588,811,8592,98.9,1.1,0,100,0
Perak,P.066 Batu Gajah,8,P.066,2020,216,137227,128911,8316,72757,64470,25.24920294,54.67725795,19.58017547,0.493363638,21.6,67.5,10.8,72.9,44930,38222,3.5,1680,876,804,955,541,414,64.9,5.4,3870,4671,2941,0.318,7.3,112,1359,4380,75,41,14,12,8,21,929,497,4415,100,0,0,100,0
Perak,P.067 Kuala Kangsar,8,P.067,2020,576,51789,50680,1109,25838,25951,82.16456196,13.1531176,4.31531176,0.367008682,24,67.7,8.2,70.9,16749,14391,3.6,696,375,321,397,232,165,59.9,4.9,3901,4819,3282,0.342,7.3,5,213,1452,37,27,2,2,6,4,99,132,1436,99.3,0,0.7,100,0
Perak,P.068 Beruas,8,P.068,2020,754,119756,111194,8562,63776,55980,33.13218339,49.03322122,17.37953487,0.455060525,22.4,68.1,9.5,72.4,42750,31515,3.7,1543,791,752,876,489,387,64.8,5.1,3973,5592,3486,0.411,8.9,56,935,4729,398,170,79,140,9,15,316,472,4615,99.9,0.1,0,100,0
Perak,P.069 Parit,8,P.069,2020,560,60988,58692,2296,31418,29570,95.8972262,1.480610645,2.388741225,0.233421931,20.9,72.6,6.4,74.7,22714,19961,3.4,857,426,431,485,263,222,60.6,6.3,4629,6129,3972,0.364,6.2,10,159,1046,46,34,8,2,2,0,48,107,1046,100,0,0,100,0
Perak,P.070 Kampar,8,P.070,2020,547,104552,100333,4219,53736,50816,44.61742398,45.44466925,9.612988747,0.324918023,20.5,69.1,10.4,74.7,41050,30015,3.4,1391,726,665,791,449,342,65.8,4.4,3653,4777,2612,0.362,7.6,35,385,2663,90,52,24,11,3,20,144,167,2724,99.9,0,0.1,100,0
Perak,P.071 Gopeng,8,P.071,2020,577,216236,204396,11840,110855,105381,52.70700014,38.56533396,8.321102174,0.406563729,23.9,67.4,8.6,70.5,68221,58466,3.6,2635,1409,1226,1502,871,631,61.3,3.9,4542,5851,3529,0.363,4.4,84,1006,5212,135,90,21,12,12,78,455,661,5052,100,0,0,100,0
Perak,P.072 Tapah,8,P.072,2020,893,79093,75953,3140,42588,36505,71.64035654,15.05667979,12.49325241,0.809711269,24.4,67.9,7.7,71.1,24943,21375,3.6,1013,508,505,574,314,260,68.1,4.4,3885,5468,2983,0.389,9,11,190,1201,66,42,19,3,2,6,59,137,1168,100,0,0,100,0
