state,parlimen,dun,total,male_18_20,female_18_20,male_21_29,female_21_29,male_30_39,female_30_39,male_40_49,female_40_49,male_50_59,female_50_59,male_60_69,female_60_69,male_70_79,female_70_79,male_80_89,female_80_89,male_90+,female_90+,votertype_regular,votertype_early_army,votertype_early_police,votertype_postal_overseas,total_ge14
Sabah,P.175 Papar,N.27 Limbahau,19123,723,735,2077,2033,2097,2115,1704,1693,1401,1404,976,967,398,436,94,159,41,70,19121,0,0,2,
Sabah,P.175 Papar,N.28 Kawang,21651,980,931,2668,2630,2415,2366,1923,1845,1501,1462,975,943,309,366,105,134,43,55,21016,0,635,0,23102
Sabah,P.175 Papar,N.29 Pantai Manis,19168,631,562,1960,1908,2028,2018,1826,1828,1459,1562,1012,1057,418,488,109,165,57,80,18977,0,190,1,20484
Sabah,P.176 Kimanis,N.30 Bongawan,22919,784,727,2407,2272,2684,2677,2136,2121,1748,1752,1142,1088,444,438,120,181,81,117,22918,0,0,1,16239
Sabah,P.176 Kimanis,N.31 Membakut,17844,574,503,1813,1711,2040,2141,1731,1670,1384,1345,876,870,334,362,119,167,95,109,17825,0,19,0,13379
Sabah,P.177 Beaufort,N.32 Klias,21840,635,609,2067,2032,2349,2308,1996,2044,1831,1810,1333,1255,510,525,155,216,69,96,21661,0,177,2,16948
Sabah,P.177 Beaufort,N.33 Kuala Penyu,21408,558,581,2034,1923,2301,2241,2050,2027,1919,1871,1318,1193,458,501,162,184,23,64,21376,0,32,0,16394
Sabah,P.178 Sipitang,N.34 Lumadan,21296,751,690,2398,2248,2406,2542,1946,1879,1543,1465,1070,1032,396,426,150,196,61,97,21296,0,0,0,15009
Sabah,P.178 Sipitang,N.35 Sindumin,24575,876,771,2903,2695,2913,2832,1981,2034,1892,1749,1381,1199,416,422,153,201,69,88,24428,0,146,1,16873
Sabah,P.179 Ranau,N.36 Kundasang,23254,913,910,3042,2874,3015,2950,1896,1814,1285,1245,887,897,339,419,190,271,139,168,23254,0,0,0,14864
Sabah,P.179 Ranau,N.37 Karanaan,18267,601,525,1836,1792,2078,2033,1702,1642,1427,1403,1038,967,349,395,143,171,78,87,18078,0,189,0,13517
Sabah,P.179 Ranau,N.38 Paginatan,24996,1102,1047,3362,3232,3293,3316,1994,2065,1328,1300,872,795,338,387,125,209,71,160,24996,0,0,0,15325
Sabah,P.180 Keningau,N.39 Tambunan,27768,1056,988,3677,3648,3546,3596,2257,2169,1723,1703,1061,1056,361,497,128,224,25,53,27749,0,19,0,16255
Sabah,P.180 Keningau,N.40 Bingkor,29387,1173,1034,3658,3563,3454,3427,2544,2571,2078,1940,1264,1196,413,471,131,223,79,168,29134,0,252,1,17761
Sabah,P.180 Keningau,N.41 Liawan,30433,1393,1246,4374,4294,3957,3763,2152,2159,1736,1718,1332,1097,375,359,115,166,73,124,30431,0,0,2,17161
Sabah,P.181 Tenom,N.42 Melalap,20246,758,679,2204,2169,2405,2300,1701,1748,1501,1387,1076,977,367,407,121,192,122,132,20105,0,140,1,13996
Sabah,P.181 Tenom,N.43 Kemabong,21799,915,860,2540,2476,2611,2665,1797,1838,1499,1447,878,946,274,364,132,260,101,196,21798,0,0,1,15186
Sabah,P.182 Pensiangan,N.44 Tulid,15636,752,603,2132,2097,2056,1924,1226,1172,977,888,541,476,182,225,92,168,39,86,15636,0,0,0,
Sabah,P.182 Pensiangan,N.45 Sook,18252,836,792,2545,2517,2335,2165,1387,1292,1067,1011,689,626,191,252,96,175,115,161,18252,0,0,0,19121
Sabah,P.182 Pensiangan,N.46 Nabawan,21784,1173,1185,3211,3205,2711,2658,1523,1494,985,1076,606,600,183,330,113,287,137,307,21773,0,11,0,12256
Sabah,P.183 Beluran,N.47 Telupid,13666,663,564,1888,1891,1662,1589,1118,1040,891,797,481,420,186,238,66,95,27,50,13666,0,0,0,
Sabah,P.183 Beluran,N.48 Sugut,17389,692,674,2314,2156,2099,1917,1365,1257,1123,925,753,708,327,420,179,254,86,140,17389,0,0,0,11703
Sabah,P.183 Beluran,N.49 Labuk,13672,540,541,1747,1732,1767,1718,1182,1182,842,796,533,504,192,204,57,73,25,37,13495,0,177,0,16806
Sabah,P.184 Libaran,N.50 Gum-Gum,18685,763,700,2304,1992,2322,2084,1731,1697,1254,1084,909,740,335,316,118,158,89,89,17962,0,722,1,12460
Sabah,P.184 Libaran,N.51 Sungai Manila,17451,596,585,2355,1913,2026,1760,1534,1447,1287,1227,823,771,333,345,140,151,79,79,16805,0,646,0,
Sabah,P.184 Libaran,N.52 Sungai Sibuga,36196,1664,1593,5552,5109,4448,4558,2687,2999,1757,1789,1371,1259,528,490,135,141,58,58,35628,567,0,1,35454
Sabah,P.185 Batu Sapi,N.53 Sekong,25216,1020,1048,3580,3448,3035,2993,1863,1879,1520,1370,1091,954,445,401,165,193,111,100,25216,0,0,0,16522
Sabah,P.185 Batu Sapi,N.54 Karamunting,18700,515,490,1951,1581,2005,1730,1511,1473,1567,1393,1289,1097,557,602,243,292,206,198,17926,488,286,0,16052
Sabah,P.186 Sandakan,N.55 Elopura,38302,1415,1337,4995,4688,4425,4302,2975,3044,2176,2295,1888,1953,892,847,338,418,155,159,38064,0,237,1,25285
Sabah,P.186 Sandakan,N.56 Tanjong Papat,17240,456,444,1396,1323,1362,1327,1364,1350,1522,1455,1422,1469,691,682,277,317,207,176,17102,0,134,4,14492
Sabah,P.187 Kinabatangan,N.57 Kuamut,17089,796,778,2417,2310,2139,1910,1294,1220,996,928,592,661,229,320,120,189,102,88,17089,0,0,0,17875
Sabah,P.187 Kinabatangan,N.58 Lamag,12359,559,501,1689,1579,1591,1452,1130,986,730,695,507,427,154,148,55,67,40,49,12142,0,217,0,
Sabah,P.187 Kinabatangan,N.59 Sukau,15325,569,550,1908,1757,1774,1708,1315,1195,1143,953,826,615,275,289,108,119,105,116,15325,0,0,0,10855
Sabah,P.188 Lahad Datu,N.60 Tungku,22944,1006,984,3534,3271,3253,2872,1662,1526,1271,1198,891,677,220,201,87,119,71,101,22562,267,115,0,17773
Sabah,P.188 Lahad Datu,N.61 Segama,27967,1518,1409,4005,3731,3363,3179,2120,1967,1629,1411,1245,1021,449,393,143,157,132,95,27402,140,425,0,
Sabah,P.188 Lahad Datu,N.62 Silam,26154,959,884,3491,3270,3336,3245,2114,2079,1698,1533,1255,997,492,340,148,128,98,87,25517,0,637,0,28658
Sabah,P.188 Lahad Datu,N.63 Kunak,23191,1094,976,3258,3238,2877,2747,1627,1690,1335,1272,1114,904,386,294,98,126,68,87,23002,0,189,0,14511
Sabah,P.189 Semporna,N.64 Sulabayan,19419,778,774,2214,2222,2041,2084,1658,1779,1326,1424,812,866,229,309,175,275,221,232,19419,0,0,0,13984
Sabah,P.189 Semporna,N.65 Senallang,19989,813,811,2440,2296,2064,2099,1790,1898,1338,1302,931,988,323,318,140,191,132,115,19562,261,166,0,14399
Sabah,P.189 Semporna,N.66 Bugaya,32761,1711,1677,4886,4715,4077,3932,2462,2457,1760,1686,1042,1059,286,401,150,206,119,135,32251,0,510,0,19865
Sabah,P.190 Tawau,N.67 Balung,20744,813,707,2510,2436,2548,2584,1544,1685,1406,1235,1195,1010,390,327,124,103,69,58,20744,0,0,0,14541
Sabah,P.190 Tawau,N.68 Apas,29728,1249,1150,4222,3886,3399,3178,2138,2286,1866,1726,1641,1333,577,496,169,198,116,98,29261,466,0,1,18978
Sabah,P.190 Tawau,N.69 Sri Tanjong,37005,1114,1100,3704,3443,3791,3457,3367,3348,2922,2776,2337,2191,1103,1128,393,422,205,204,36295,0,706,4,26400
Sabah,P.191 Kalabakan,N.70 Kukusan,18507,611,576,2454,1934,2363,2197,1705,1582,1174,1119,949,897,324,305,105,95,68,49,16796,1707,0,4,
Sabah,P.191 Kalabakan,N.71 Tanjung Batu,25446,1158,961,3723,3619,3574,3620,1865,1869,1119,1168,1065,885,329,276,98,84,14,19,25445,0,0,1,23951
Sabah,P.191 Kalabakan,N.72 Merotai,24207,1015,1017,3464,3204,3066,2845,1853,1803,1296,1241,1167,996,410,368,161,128,94,79,23702,0,505,0,20634
Sabah,P.191 Kalabakan,N.73 Sebatik,15810,557,560,2297,1998,2259,2135,1204,1146,936,829,688,517,205,144,79,79,108,69,15278,532,0,0,7614
Sarawak,P.192 Mas Gading,N.01 Opar,18525,653,598,2068,2132,1886,1870,1755,1513,1529,1467,973,895,415,497,79,138,20,37,18524,0,0,1,11436
Sarawak,P.192 Mas Gading,N.02 Tasik Biru,28646,981,822,3130,2790,2846,2606,2467,2279,2561,2341,1802,1668,766,865,207,378,48,89,27996,501,149,0,18715
Sarawak,P.193 Santubong,N.03 Tanjong Datu,16081,520,508,1735,1663,1674,1633,1377,1326,1304,1232,905,930,445,471,112,179,18,49,15947,45,88,1,11384
Sarawak,P.193 Santubong,N.04 Pantai Damai,37841,1837,1639,5114,5149,3931,4096,2981,3400,2427,2510,1456,1573,612,705,161,183,22,45,37811,0,28,2,20506
Sarawak,P.193 Santubong,N.05 Demak Laut,25618,1075,949,3155,3149,2941,3005,2174,2211,1743,1740,1078,1097,474,488,110,156,24,49,25618,0,0,0,14813
Sarawak,P.194 Petra Jaya,N.06 Tupong,51773,2207,2153,7149,6906,6148,6046,4008,4370,3041,3441,1915,2184,837,830,165,281,34,58,51728,0,37,8,26004
Sarawak,P.194 Petra Jaya,N.07 Samariang,37898,1510,1364,4444,4472,4544,4569,3261,3468,2346,2760,1503,1788,633,810,134,225,18,49,37888,0,4,6,21363
Sarawak,P.194 Petra Jaya,N.08 Satok,20138,522,442,1673,1555,1880,1687,1779,1745,1824,1824,1301,1512,678,904,234,394,59,125,19255,0,878,5,14314
Sarawak,P.195 Bandar Kuching,N.09 Padungan,25043,273,247,896,818,1350,1200,1760,1746,2376,2507,2860,3200,1861,2123,628,816,147,235,24770,0,271,2,20949
Sarawak,P.195 Bandar Kuching,N.10 Pending,38375,596,556,2217,2106,3056,2826,3432,3351,3712,3784,3625,3917,1714,1999,453,732,107,192,37576,38,758,3,29747
Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,46292,1141,1037,3967,3816,4536,4584,4093,4330,3460,3993,2851,3336,1545,1935,563,768,132,205,46200,0,81,11,29694
Sarawak,P.196 Stampin,N.12 Kota Sentosa,45712,1366,1233,5438,4297,5755,5333,4378,4393,2826,3056,2218,2388,1084,1157,308,349,56,77,43260,2349,95,8,28392
Sarawak,P.196 Stampin,N.13 Batu Kitang,37250,1432,1267,4235,4158,4120,3941,3383,3495,2646,2647,1718,1803,831,908,234,303,58,71,37231,0,12,7,20820
Sarawak,P.196 Stampin,N.14 Batu Kawah,38047,1534,1363,4443,4307,4443,4344,3818,3783,2416,2498,1486,1610,757,765,180,229,23,48,36998,0,1043,6,20681
Sarawak,P.197 Kota Samarahan,N.15 Asajaya,18439,663,636,1834,1995,1990,2070,1613,1613,1375,1352,985,929,509,480,133,181,30,51,18429,0,10,0,12349
Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,31919,1356,1290,3775,3915,3630,3612,2703,2748,2088,2151,1423,1420,651,682,164,258,20,33,31661,41,215,2,18644
Sarawak,P.197 Kota Samarahan,N.17 Stakan,31871,1515,1443,5271,3925,4211,3994,2909,2890,1569,1587,798,854,315,339,86,130,18,17,27051,4817,1,2,16992
Sarawak,P.198 Puncak Borneo,N.18 Serembu,15906,520,513,1761,1667,1689,1611,1386,1362,1335,1274,857,815,375,388,105,188,19,41,15901,0,5,0,9834
Sarawak,P.198 Puncak Borneo,N.19 Mambong,33577,1174,1092,3637,3469,3785,3558,3171,2802,2671,2526,1711,1812,763,836,176,261,42,91,32781,0,794,2,19315
Sarawak,P.198 Puncak Borneo,N.20 Tarat,30486,1049,879,2986,2974,3201,3104,2752,2569,2481,2405,1893,1811,794,915,203,318,55,97,30468,0,18,0,17717
Sarawak,P.199 Serian,N.21 Tebedu,20539,638,627,1987,1970,2072,2028,1890,1710,1831,1744,1225,1188,519,671,146,209,23,61,20530,0,9,0,12040
Sarawak,P.199 Serian,N.22 Kedup,19128,586,593,1832,1866,2166,1885,1841,1503,1695,1512,1204,1109,440,529,116,150,25,76,19128,0,0,0,11202
Sarawak,P.199 Serian,N.23 Bukit Semuja,25606,871,827,2722,2591,2686,2531,2248,2146,2099,2074,1494,1486,616,751,147,233,28,56,25457,0,148,1,14893
Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,10432,333,325,1045,1050,1041,1140,864,890,890,862,572,570,290,338,73,112,16,21,10432,0,0,0,7653
Sarawak,P.200 Batang Sadong,N.25 Simunjan,12141,441,403,1208,1267,1294,1289,959,914,995,990,706,727,325,378,66,125,17,37,12037,0,104,0,8299
Sarawak,P.200 Batang Sadong,N.26 Gedong,10067,345,329,940,930,940,984,898,852,846,861,626,652,294,336,69,84,21,60,10065,0,1,1,7208
Sarawak,P.201 Batang Lupar,N.27 Sebuyau,13780,445,400,1428,1402,1471,1398,1187,1084,1154,1110,747,830,403,411,81,148,25,56,13777,0,3,0,9367
Sarawak,P.201 Batang Lupar,N.28 Lingga,13955,417,397,1455,1336,1385,1380,1100,1167,1204,1224,775,893,389,491,101,174,22,45,13951,0,2,2,9578
Sarawak,P.201 Batang Lupar,N.29 Beting Maro,15337,555,532,1563,1628,1907,1832,1318,1266,1277,1171,731,687,315,319,79,90,23,44,15322,0,14,1,11094
Sarawak,P.202 Sri Aman,N.30 Balai Ringin,15892,474,483,1497,1490,1486,1393,1390,1278,1392,1347,1042,1042,558,577,129,202,40,72,15890,0,2,0,10791
Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,13685,379,355,1564,1152,1325,1163,1092,1062,1223,1129,861,950,462,613,124,168,20,43,13027,510,148,0,9632
Sarawak,P.202 Sri Aman,N.32 Simanggang,20587,749,716,2319,2275,2093,2096,1642,1702,1465,1494,1168,1204,528,662,172,225,27,50,20365,0,221,1,13224
Sarawak,P.203 Lubok Antu,N.33 Engkilili,14725,412,420,1289,1224,1325,1349,1259,1230,1425,1303,997,951,457,596,163,200,36,89,14710,0,14,1,11039
Sarawak,P.203 Lubok Antu,N.34 Batang Ai,14270,425,427,1345,1247,1543,1397,1334,1157,1228,1203,880,790,391,508,99,171,29,96,14193,0,77,0,9929
Sarawak,P.204 Betong,N.35 Saribas,16406,621,565,2006,1874,1913,1880,1304,1309,1214,1186,795,773,305,396,91,111,21,42,16400,0,6,0,10984
Sarawak,P.204 Betong,N.36 Layar,12615,340,359,1192,1114,1280,1213,1009,997,1126,1098,794,849,414,499,128,155,21,27,12496,0,119,0,9334
Sarawak,P.204 Betong,N.37 Bukit Saban,12722,355,355,1192,1195,1397,1300,1039,1020,1114,1026,736,828,379,434,122,163,29,38,12717,0,5,0,9523
Sarawak,P.205 Saratok,N.38 Kalaka,11928,401,367,1304,1324,1247,1263,999,942,948,1003,612,709,268,328,64,113,10,26,11820,0,107,1,8052
Sarawak,P.205 Saratok,N.39 Krian,18195,569,566,1799,1739,1933,1719,1468,1329,1626,1564,1176,1206,513,630,123,165,19,51,18195,0,0,0,13074
Sarawak,P.205 Saratok,N.40 Kabong,14408,532,520,1583,1473,1539,1580,1188,1163,1122,1108,758,856,335,403,69,104,21,54,14396,0,12,0,10111
Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,18223,733,629,2278,2198,2013,1944,1493,1531,1330,1342,806,899,359,412,71,129,21,35,18215,0,8,0,11428
Sarawak,P.206 Tanjong Manis,N.42 Semop,14725,489,417,1492,1429,1570,1515,1359,1313,1235,1213,778,876,318,411,80,128,30,72,14725,0,0,0,10297
Sarawak,P.207 Igan,N.43 Daro,14116,523,481,1692,1669,1549,1618,1075,1079,1091,1015,699,756,299,339,83,101,7,40,14040,0,76,0,9195
Sarawak,P.207 Igan,N.44 Jemoreng,14174,470,415,1599,1547,1496,1502,1176,1192,1118,1130,666,839,336,463,88,97,10,30,14173,0,0,1,9963
Sarawak,P.208 Sarikei,N.45 Repok,31110,862,817,2975,2926,3196,3125,2827,2697,2487,2426,2006,1998,934,1022,261,372,69,110,30861,0,249,0,23541
Sarawak,P.208 Sarikei,N.46 Meradong,23908,682,687,2373,2377,2505,2339,2136,1994,2060,1865,1373,1336,656,771,200,362,58,134,23826,0,82,0,18156
Sarawak,P.209 Julau,N.47 Pakan,14615,449,420,1572,1405,1514,1425,1369,1143,1392,1256,787,788,327,385,89,168,36,90,14615,0,0,0,11154
Sarawak,P.209 Julau,N.48 Meluan,20235,649,676,2211,1947,2064,1956,1916,1810,1685,1506,1000,1035,528,591,152,281,45,183,20169,0,66,0,14671
Sarawak,P.210 Kanowit,N.49 Ngemah,14109,435,459,1383,1266,1573,1442,1219,1123,1102,1143,849,816,353,478,100,210,31,127,14109,0,0,0,9853
Sarawak,P.210 Kanowit,N.50 Machan,16879,548,504,1697,1681,1767,1688,1413,1336,1442,1354,1008,994,402,557,116,227,37,108,16794,0,85,0,11763
Sarawak,P.211 Lanang,N.51 Bukit Assek,34972,691,654,2430,2369,2880,2923,3017,3173,2970,3248,2831,3244,1445,1761,379,680,86,191,34970,0,0,2,27636
Sarawak,P.211 Lanang,N.52 Dudong,52384,2007,1879,7082,6534,5912,5579,4340,4505,3481,3495,2198,2309,1003,1114,252,424,86,184,50654,1012,716,2,34955
Sarawak,P.212 Sibu,N.53 Bawang Assan,22520,472,416,1679,1701,2046,2052,1797,1775,2071,2180,1771,1802,871,940,280,411,96,160,22471,0,49,0,19650
Sarawak,P.212 Sibu,N.54 Pelawan,50276,1548,1458,5400,5179,5968,5461,4716,4867,3638,3885,2388,2667,1015,1209,280,440,55,102,49779,0,490,7,34466
Sarawak,P.212 Sibu,N.55 Nangka,33079,1431,1288,4707,3903,3765,3858,2777,2923,1911,2030,1251,1437,546,719,144,238,54,97,31322,1756,0,1,23092
Sarawak,P.213 Mukah,N.56 Dalat,17822,622,537,2037,1961,1758,1714,1517,1419,1501,1403,946,1054,462,602,131,119,11,28,17748,0,73,1,12503
Sarawak,P.213 Mukah,N.57 Tellian,15933,569,540,1812,1678,1703,1604,1393,1314,1273,1164,822,833,382,513,108,169,13,43,15810,0,123,0,10059
Sarawak,P.213 Mukah,N.58 Balingian,13209,452,408,1396,1368,1506,1449,1210,1093,1062,954,700,694,302,376,72,102,19,46,13203,0,6,0,8704
Sarawak,P.214 Selangau,N.59 Tamin,23320,894,784,2497,2464,2365,2294,2093,2073,1879,1834,1181,1134,476,621,196,310,51,174,23305,0,15,0,16681
Sarawak,P.214 Selangau,N.60 Kakus,22423,952,810,2612,2373,2519,2299,1944,1941,1685,1621,1118,1027,501,554,144,160,44,119,22352,0,71,0,14416
Sarawak,P.215 Kapit,N.61 Pelagus,11538,419,448,1358,1185,1288,1245,969,932,860,881,544,486,244,335,78,158,30,78,11538,0,0,0,7894
Sarawak,P.215 Kapit,N.62 Katibas,15866,509,467,1608,1479,1858,1627,1386,1259,1237,1251,845,899,389,513,110,270,47,112,15795,0,71,0,10530
Sarawak,P.215 Kapit,N.63 Bukit Goram,17806,623,602,1914,1908,1850,1904,1468,1534,1364,1483,832,915,400,528,120,202,45,114,17693,0,112,1,12150
Sarawak,P.216 Hulu Rajang,N.64 Baleh,15555,611,521,1712,1558,1904,1578,1289,1195,1092,1071,764,727,375,505,135,303,67,148,15555,0,0,0,10137
Sarawak,P.216 Hulu Rajang,N.65 Belaga,12185,430,424,1426,1260,1316,1215,1076,963,981,907,591,618,262,271,99,152,72,122,12106,0,79,0,8003
Sarawak,P.216 Hulu Rajang,N.66 Murum,15698,657,638,1996,1915,1631,1569,1290,1275,1161,1074,674,670,326,321,139,167,87,108,15698,0,0,0,9738
Sarawak,P.217 Bintulu,N.67 Jepak,22534,836,869,2549,2375,2338,2197,1993,1908,1787,1774,1314,1188,479,552,101,168,23,83,22491,0,43,0,14643
Sarawak,P.217 Bintulu,N.68 Tanjong Batu,37819,1496,1475,5027,4675,4266,4195,2803,3009,2751,2834,2010,1754,621,550,131,172,19,31,37472,0,344,3,22743
Sarawak,P.217 Bintulu,N.69 Kemena,22402,766,714,2409,2232,2323,2231,1966,1920,1860,1757,1237,1133,605,661,155,228,55,150,22402,0,0,0,14252
Sarawak,P.217 Bintulu,N.70 Samalaju,30844,1336,1324,4463,4213,3579,3405,2344,2439,2148,2061,1444,1046,408,365,80,109,34,46,30382,462,0,0,17981
Sarawak,P.218 Sibuti,N.71 Bekenu,19987,648,555,1981,1838,2042,2074,1695,1584,1606,1413,1543,1259,702,601,164,178,45,59,19953,0,34,0,12674
Sarawak,P.218 Sibuti,N.72 Lambir,38535,1477,1362,5323,4868,4881,4713,3142,3132,2382,2355,1642,1555,700,614,138,165,40,46,37791,725,16,3,19907
Sarawak,P.219 Miri,N.73 Piasau,30781,764,731,2583,2365,2787,2594,2280,2347,2357,2611,2535,2642,1395,1391,437,584,188,190,30287,0,494,0,21377
Sarawak,P.219 Miri,N.74 Pujut,43884,1108,1058,4273,4065,4846,4718,3796,3986,3363,3624,2890,2946,1149,1165,297,392,79,129,43877,0,0,7,27567
Sarawak,P.219 Miri,N.75 Senadin,68564,3131,2867,9588,9439,8167,8042,5520,5918,4122,4504,2624,2368,931,866,179,207,33,58,68013,0,549,2,34117
Sarawak,P.220 Baram,N.76 Marudi,25413,823,742,2596,2274,2717,2444,2213,2122,2064,2016,1572,1510,645,794,261,312,112,196,25340,0,72,1,16478
Sarawak,P.220 Baram,N.77 Telang Usan,18062,614,577,1835,1556,1886,1602,1601,1408,1535,1418,1086,1050,433,462,248,288,217,246,18055,0,7,0,11465
Sarawak,P.220 Baram,N.78 Mulu,16060,525,493,1641,1487,1605,1387,1385,1209,1373,1333,1028,907,433,468,211,275,117,183,16060,0,0,0,9572
Sarawak,P.221 Limbang,N.79 Bukit Kota,26864,952,888,2865,2797,3014,2882,2227,2323,1916,1895,1814,1405,648,637,184,270,63,84,26508,0,356,0,16975
Sarawak,P.221 Limbang,N.80 Batu Danau,15135,528,477,1528,1487,1686,1617,1353,1278,1210,1188,957,798,365,356,96,125,38,48,15129,0,4,2,9375
Sarawak,P.222 Lawas,N.81 Ba'Kelalan,13793,539,458,1628,1505,1548,1372,1231,1047,1157,1002,750,689,264,287,97,131,39,49,13793,0,0,0,8503
Sarawak,P.222 Lawas,N.82 Bukit Sari,19862,706,680,2249,2105,2236,2143,1748,1678,1431,1339,1172,1050,452,456,119,183,57,58,19760,0,102,0,13054
